family,dataset,run_label,model_label,variant_label,source_dir,notes,folds_completed,image_acc_1ch,image_acc_4ch,image_acc_7ch,image_acc_27ch,image_acc_106ch,image_acc_424ch,image_monotonic_recon,image_strict_recon,image_r2_recon,image_monotonic_pyramid,image_strict_pyramid,image_r2_pyramid,pixel_acc_1ch,pixel_acc_4ch,pixel_acc_106ch,pixel_acc_424ch,pixel_monotonic_recon,pixel_strict_recon,pixel_r2_recon,patch_acc_1ch,patch_acc_7ch,patch_acc_27ch,patch_acc_106ch,patch_acc_424ch,patch_monotonic_pyramid,patch_strict_pyramid,patch_r2_pyramid,best_metric_type_424ch,best_metric_value_424ch,importance_tag
deep_architecture_sweep,camo,arch_sweep_followup_high_capacity_20260504_230806,gated_attn_mil,arch_sweep_followup_high_capacity_20260504_230806,outputs/arch_sweep_followup_high_capacity_20260504_230806,,5,0.5,0.47,,,0.89,0.9,False,False,0.9028456427124628,,,,,,,,,,,,,,,,,,,image,0.9,
deep_architecture_sweep,camo,arch_sweep_followup_high_capacity_20260504_230806,patch_cnn_attn,arch_sweep_followup_high_capacity_20260504_230806,outputs/arch_sweep_followup_high_capacity_20260504_230806,,5,0.89,0.9000000000000001,,,0.9200000000000002,0.8800000000000001,False,False,0.0003072996575302,,,,,,,,,,,,,,,,,,,image,0.8800000000000001,
deep_architecture_sweep,camo,arch_sweep_followup_high_capacity_20260504_230806,patch_mlp_attn,arch_sweep_followup_high_capacity_20260504_230806,outputs/arch_sweep_followup_high_capacity_20260504_230806,,5,0.6599999999999999,0.52,,,0.89,0.91,False,False,0.7391994443044105,,,,,,,,,,,,,,,,,,,image,0.91,
deep_architecture_sweep,camo,arch_sweep_followup_high_capacity_20260504_230806,polar_factorized_attn,arch_sweep_followup_high_capacity_20260504_230806,outputs/arch_sweep_followup_high_capacity_20260504_230806,,5,0.75,0.8400000000000001,,,0.93,0.8700000000000001,False,False,0.6523540759525925,,,,,,,,,,,,,,,,,,,image,0.8700000000000001,
deep_architecture_sweep,camo,arch_sweep_followup_high_capacity_20260504_230806,token_mixer_mil,arch_sweep_followup_high_capacity_20260504_230806,outputs/arch_sweep_followup_high_capacity_20260504_230806,,5,0.5,0.51,,,0.8400000000000001,0.89,True,True,0.9553096322999468,,,,,,,,,,,,,,,,,,,image,0.89,
deep_architecture_sweep,camo,arch_sweep_followup_high_capacity_20260504_230806_dense_tta,downsample2d_cnn,arch_sweep_followup_high_capacity_20260504_230806_dense_tta,outputs/arch_sweep_followup_high_capacity_20260504_230806_dense_tta,,5,0.86,0.8800000000000001,,,0.8799999999999999,0.8799999999999999,True,False,0.5154215568325564,,,,,,,,,,,,,,,,,,,image,0.8799999999999999,
deep_architecture_sweep,camo,arch_sweep_followup_high_capacity_20260504_230806_dense_tta,gated_attn_mil,arch_sweep_followup_high_capacity_20260504_230806_dense_tta,outputs/arch_sweep_followup_high_capacity_20260504_230806_dense_tta,,5,0.5,0.4800000000000001,,,0.89,0.91,False,False,0.9166251699799288,,,,,,,,,,,,,,,,,,,image,0.91,
deep_architecture_sweep,camo,arch_sweep_followup_high_capacity_20260504_230806_dense_tta,patch_cnn_attn,arch_sweep_followup_high_capacity_20260504_230806_dense_tta,outputs/arch_sweep_followup_high_capacity_20260504_230806_dense_tta,,5,0.89,0.9000000000000001,,,0.9200000000000002,0.8700000000000001,False,False,0.0249826730579449,,,,,,,,,,,,,,,,,,,image,0.8700000000000001,
deep_architecture_sweep,camo,arch_sweep_followup_high_capacity_20260504_230806_dense_tta,patch_mlp_attn,arch_sweep_followup_high_capacity_20260504_230806_dense_tta,outputs/arch_sweep_followup_high_capacity_20260504_230806_dense_tta,,5,0.6599999999999999,0.53,,,0.89,0.91,False,False,0.752928234895029,,,,,,,,,,,,,,,,,,,image,0.91,
deep_architecture_sweep,camo,arch_sweep_followup_high_capacity_20260504_230806_dense_tta,polar_factorized_attn,arch_sweep_followup_high_capacity_20260504_230806_dense_tta,outputs/arch_sweep_followup_high_capacity_20260504_230806_dense_tta,,5,0.76,0.8299999999999998,,,0.8699999999999999,0.9,True,True,0.9185005788713684,,,,,,,,,,,,,,,,,,,image,0.9,
deep_architecture_sweep,camo,arch_sweep_followup_high_capacity_20260504_230806_dense_tta,token_mixer_mil,arch_sweep_followup_high_capacity_20260504_230806_dense_tta,outputs/arch_sweep_followup_high_capacity_20260504_230806_dense_tta,,5,0.5,0.51,,,0.85,0.9,True,True,0.9545672673727396,,,,,,,,,,,,,,,,,,,image,0.9,
deep_architecture_sweep,camo,arch_sweep_followup_noaug_20260505_003917,downsample2d_cnn,arch_sweep_followup_noaug_20260505_003917,outputs/arch_sweep_followup_noaug_20260505_003917,,5,0.9,0.8699999999999999,,,0.8899999999999999,0.86,False,False,0.3288343510999694,,,,,,,,,,,,,,,,,,,image,0.86,
deep_architecture_sweep,camo,arch_sweep_followup_noaug_20260505_003917,gated_attn_mil,arch_sweep_followup_noaug_20260505_003917,outputs/arch_sweep_followup_noaug_20260505_003917,,5,0.5,0.51,,,0.8700000000000001,0.8700000000000001,True,False,0.9259571101622492,,,,,,,,,,,,,,,,,,,image,0.8700000000000001,
deep_architecture_sweep,camo,arch_sweep_followup_noaug_20260505_003917,patch_cnn_attn,arch_sweep_followup_noaug_20260505_003917,outputs/arch_sweep_followup_noaug_20260505_003917,,5,0.8800000000000001,0.91,,,0.9,0.8700000000000001,False,False,0.0918806312561655,,,,,,,,,,,,,,,,,,,image,0.8700000000000001,
deep_architecture_sweep,camo,arch_sweep_followup_noaug_20260505_003917,patch_mlp_attn,arch_sweep_followup_noaug_20260505_003917,outputs/arch_sweep_followup_noaug_20260505_003917,,5,0.76,0.65,,,0.89,0.8800000000000001,False,False,0.6275834639065233,,,,,,,,,,,,,,,,,,,image,0.8800000000000001,
deep_architecture_sweep,camo,arch_sweep_followup_noaug_20260505_003917,polar_factorized_attn,arch_sweep_followup_noaug_20260505_003917,outputs/arch_sweep_followup_noaug_20260505_003917,,5,0.72,0.8000000000000002,,,0.9200000000000002,0.8800000000000001,False,False,0.8292636558719395,,,,,,,,,,,,,,,,,,,image,0.8800000000000001,
deep_architecture_sweep,camo,arch_sweep_followup_noaug_20260505_003917,token_mixer_mil,arch_sweep_followup_noaug_20260505_003917,outputs/arch_sweep_followup_noaug_20260505_003917,,5,0.5,0.6,,,0.85,0.9,True,True,0.9905772746328422,,,,,,,,,,,,,,,,,,,image,0.9,
deep_architecture_sweep,camo,arch_sweep_overnight_20260504_163137,cnn1d_attn_mil,arch_sweep_overnight_20260504_163137,outputs/arch_sweep_overnight_20260504_163137,,5,0.6100000000000001,0.8800000000000001,,,0.8300000000000001,0.8799999999999999,False,False,0.4580396180959211,,,,,,,,,,,,,,,,,,,image,0.8799999999999999,
deep_architecture_sweep,camo,arch_sweep_overnight_20260504_163137,downsample2d_cnn,arch_sweep_overnight_20260504_163137,outputs/arch_sweep_overnight_20260504_163137,,5,0.71,0.8699999999999999,,,0.91,0.85,False,False,0.4450883862372273,,,,,,,,,,,,,,,,,,,image,0.85,
deep_architecture_sweep,camo,arch_sweep_overnight_20260504_163137,gated_attn_mil,arch_sweep_overnight_20260504_163137,outputs/arch_sweep_overnight_20260504_163137,,5,0.5,0.52,,,0.91,0.89,False,False,0.9163963287910236,,,,,,,,,,,,,,,,,,,image,0.89,
deep_architecture_sweep,camo,arch_sweep_overnight_20260504_163137,mean_mlp_mil,arch_sweep_overnight_20260504_163137,outputs/arch_sweep_overnight_20260504_163137,,5,0.5,0.5900000000000001,,,0.91,0.8700000000000001,False,False,0.9212770953811932,,,,,,,,,,,,,,,,,,,image,0.8700000000000001,
deep_architecture_sweep,camo,arch_sweep_overnight_20260504_163137,patch_cnn_attn,arch_sweep_overnight_20260504_163137,outputs/arch_sweep_overnight_20260504_163137,,5,0.82,0.89,,,0.89,0.9,True,False,0.6034203592186147,,,,,,,,,,,,,,,,,,,image,0.9,
deep_architecture_sweep,camo,arch_sweep_overnight_20260504_163137,patch_mlp_attn,arch_sweep_overnight_20260504_163137,outputs/arch_sweep_overnight_20260504_163137,,5,0.65,0.62,,,0.9200000000000002,0.89,False,False,0.848635645981157,,,,,,,,,,,,,,,,,,,image,0.89,
deep_architecture_sweep,camo,arch_sweep_overnight_20260504_163137,rescnn1d_attn_mil,arch_sweep_overnight_20260504_163137,outputs/arch_sweep_overnight_20260504_163137,,5,0.5,0.72,,,0.74,0.6599999999999999,False,False,0.3177928908262781,,,,,,,,,,,,,,,,,,,image,0.6599999999999999,
deep_architecture_sweep,camo,arch_sweep_overnight_20260504_163137,token_mixer_mil,arch_sweep_overnight_20260504_163137,outputs/arch_sweep_overnight_20260504_163137,,5,0.5,0.6,,,0.8800000000000001,0.8800000000000001,True,False,0.9593885752394606,,,,,,,,,,,,,,,,,,,image,0.8800000000000001,
deep_architecture_sweep,camo,arch_sweep_overnight_20260504_163137,transformer_mil,arch_sweep_overnight_20260504_163137,outputs/arch_sweep_overnight_20260504_163137,,5,0.5,0.58,,,0.8800000000000001,0.8099999999999999,False,False,0.8746596472332908,,,,,,,,,,,,,,,,,,,image,0.8099999999999999,
deep_architecture_sweep,camo,arch_sweep_overnight_20260504_163137_dense_tta,downsample2d_cnn,arch_sweep_overnight_20260504_163137_dense_tta,outputs/arch_sweep_overnight_20260504_163137_dense_tta,,5,0.71,0.8699999999999999,,,0.91,0.85,False,False,0.4450883862372273,,,,,,,,,,,,,,,,,,,image,0.85,
deep_architecture_sweep,camo,arch_sweep_overnight_20260504_163137_dense_tta,gated_attn_mil,arch_sweep_overnight_20260504_163137_dense_tta,outputs/arch_sweep_overnight_20260504_163137_dense_tta,,5,0.5,0.56,,,0.91,0.89,False,False,0.934913032587127,,,,,,,,,,,,,,,,,,,image,0.89,
deep_architecture_sweep,camo,arch_sweep_overnight_20260504_163137_dense_tta,patch_cnn_attn,arch_sweep_overnight_20260504_163137_dense_tta,outputs/arch_sweep_overnight_20260504_163137_dense_tta,,5,0.8,0.9,,,0.91,0.8699999999999999,False,False,0.2971191923500552,,,,,,,,,,,,,,,,,,,image,0.8699999999999999,
deep_architecture_sweep,camo,arch_sweep_overnight_20260504_163137_dense_tta,patch_mlp_attn,arch_sweep_overnight_20260504_163137_dense_tta,outputs/arch_sweep_overnight_20260504_163137_dense_tta,,5,0.5700000000000001,0.52,,,0.91,0.8800000000000001,False,False,0.8457003043618276,,,,,,,,,,,,,,,,,,,image,0.8800000000000001,
deep_architecture_sweep,camo,arch_sweep_overnight_20260504_163137_dense_tta,polar_factorized_attn,arch_sweep_overnight_20260504_163137_dense_tta,outputs/arch_sweep_overnight_20260504_163137_dense_tta,,5,0.74,0.6900000000000001,,,0.85,0.8400000000000001,False,False,0.7401356475849347,,,,,,,,,,,,,,,,,,,image,0.8400000000000001,
classical_svm,textiles,baseline_textiles,linear_svm,mean_std__pixelSel_image,outputs/textiles_five_modalities_roi_svm,,5,0.5115530303030302,0.493560606060606,,,0.7397727272727272,0.7835227272727272,False,False,0.9306483380514932,,,,0.5115530303030302,0.4806818181818181,0.7464015151515151,0.7776515151515151,False,False,0.9068219570232744,,,,,,,,,image,0.7835227272727272,
classical_svm,textiles,iter1_textiles,linear_svm,mean_std_q__pixelSel_image,outputs/research_iter1_textiles_mean_std_q,,5,0.5679924242424242,0.5679924242424242,,,0.7462121212121212,0.771969696969697,True,False,0.9473839448531172,,,,0.5115530303030302,0.4869318181818182,0.7653409090909091,0.7715909090909091,False,False,0.8962733378904606,,,,,,,,,image,0.771969696969697,
classical_svm,textiles,iter2_textiles,linear_svm,mean_std_q__pixelSel_val_majority,outputs/research_iter2_textiles_mean_std_q_pixelval,,5,0.5679924242424242,0.5679924242424242,,,0.7462121212121212,0.771969696969697,True,False,0.9473839448531172,,,,0.5115530303030302,0.4806818181818181,0.7524621212121212,0.7714015151515151,False,False,0.8982490397657009,,,,,,,,,image,0.771969696969697,
classical_svm,textiles,iter3_textiles,linear_svm,spatial2_mean_std__pixelSel_image,outputs/research_iter3_textiles_spatial2,,5,0.6297348484848484,0.6174242424242424,,,0.7212121212121212,0.7331439393939394,False,False,0.9054103525620736,,,,0.5115530303030302,0.4806818181818181,0.7651515151515151,0.7467803030303031,False,False,0.8595611011905759,,,,,,,,,pixel,0.7467803030303031,
classical_svm,textiles,iter5_textiles,linear_svm,mean_std_q_minmax__pixelSel_image,outputs/research_iter5_textiles_mean_std_q_minmax,,5,0.6357954545454545,0.6422348484848485,,,0.7399621212121212,0.7643939393939394,True,True,0.9706349694970706,,,,0.5115530303030302,0.4869318181818182,0.7465909090909091,0.7712121212121212,False,False,0.9106188667420028,,,,,,,,,pixel,0.7712121212121212,
deep_architecture_sweep,textiles,arch_sweep_followup_high_capacity_20260504_230806,downsample2d_cnn,arch_sweep_followup_high_capacity_20260504_230806,outputs/arch_sweep_followup_high_capacity_20260504_230806,,5,0.4696969696969697,0.4702651515151516,,,0.6611742424242424,0.5193181818181818,False,False,0.3691465247854499,,,,,,,,,,,,,,,,,,,image,0.5193181818181818,
deep_architecture_sweep,textiles,arch_sweep_followup_high_capacity_20260504_230806,gated_attn_mil,arch_sweep_followup_high_capacity_20260504_230806,outputs/arch_sweep_followup_high_capacity_20260504_230806,,5,0.3825757575757575,0.346780303030303,,,0.6181818181818182,0.6166666666666667,False,False,0.8701859244312539,,,,,,,,,,,,,,,,,,,image,0.6166666666666667,
deep_architecture_sweep,textiles,arch_sweep_followup_high_capacity_20260504_230806,patch_cnn_attn,arch_sweep_followup_high_capacity_20260504_230806,outputs/arch_sweep_followup_high_capacity_20260504_230806,,5,0.4321969696969697,0.4878787878787879,,,0.5806818181818182,0.6051136363636364,True,True,0.9874653748539228,,,,,,,,,,,,,,,,,,,image,0.6051136363636364,
deep_architecture_sweep,textiles,arch_sweep_followup_high_capacity_20260504_230806,patch_mlp_attn,arch_sweep_followup_high_capacity_20260504_230806,outputs/arch_sweep_followup_high_capacity_20260504_230806,,5,0.4695075757575758,0.3945075757575758,,,0.6609848484848484,0.6475378787878788,False,False,0.7681826267444907,,,,,,,,,,,,,,,,,,,image,0.6475378787878788,
deep_architecture_sweep,textiles,arch_sweep_followup_high_capacity_20260504_230806,polar_factorized_attn,arch_sweep_followup_high_capacity_20260504_230806,outputs/arch_sweep_followup_high_capacity_20260504_230806,,5,0.4259469696969697,0.4064393939393939,,,0.4818181818181818,0.5,False,False,0.8592390533830893,,,,,,,,,,,,,,,,,,,image,0.5,
deep_architecture_sweep,textiles,arch_sweep_followup_high_capacity_20260504_230806,token_mixer_mil,arch_sweep_followup_high_capacity_20260504_230806,outputs/arch_sweep_followup_high_capacity_20260504_230806,,5,0.3825757575757575,0.4011363636363637,,,0.6734848484848485,0.6412878787878789,False,False,0.8960567012246954,,,,,,,,,,,,,,,,,,,image,0.6412878787878789,
deep_architecture_sweep,textiles,arch_sweep_followup_high_capacity_20260504_230806_dense_tta,downsample2d_cnn,arch_sweep_followup_high_capacity_20260504_230806_dense_tta,outputs/arch_sweep_followup_high_capacity_20260504_230806_dense_tta,,5,0.4696969696969697,0.4702651515151516,,,0.6611742424242424,0.5193181818181818,False,False,0.3691465247854499,,,,,,,,,,,,,,,,,,,image,0.5193181818181818,
deep_architecture_sweep,textiles,arch_sweep_followup_high_capacity_20260504_230806_dense_tta,gated_attn_mil,arch_sweep_followup_high_capacity_20260504_230806_dense_tta,outputs/arch_sweep_followup_high_capacity_20260504_230806_dense_tta,,5,0.3825757575757575,0.340530303030303,,,0.6181818181818182,0.6412878787878789,False,False,0.8854499717186964,,,,,,,,,,,,,,,,,,,image,0.6412878787878789,
deep_architecture_sweep,textiles,arch_sweep_followup_high_capacity_20260504_230806_dense_tta,patch_cnn_attn,arch_sweep_followup_high_capacity_20260504_230806_dense_tta,outputs/arch_sweep_followup_high_capacity_20260504_230806_dense_tta,,5,0.4321969696969697,0.4878787878787879,,,0.5806818181818182,0.6051136363636364,True,True,0.9874653748539228,,,,,,,,,,,,,,,,,,,image,0.6051136363636364,
deep_architecture_sweep,textiles,arch_sweep_followup_high_capacity_20260504_230806_dense_tta,patch_mlp_attn,arch_sweep_followup_high_capacity_20260504_230806_dense_tta,outputs/arch_sweep_followup_high_capacity_20260504_230806_dense_tta,,5,0.4820075757575758,0.3820075757575757,,,0.6609848484848484,0.6475378787878788,False,False,0.7113699047038401,,,,,,,,,,,,,,,,,,,image,0.6475378787878788,
deep_architecture_sweep,textiles,arch_sweep_followup_high_capacity_20260504_230806_dense_tta,polar_factorized_attn,arch_sweep_followup_high_capacity_20260504_230806_dense_tta,outputs/arch_sweep_followup_high_capacity_20260504_230806_dense_tta,,5,0.4259469696969697,0.4064393939393939,,,0.4818181818181818,0.5,False,False,0.8592390533830893,,,,,,,,,,,,,,,,,,,image,0.5,
deep_architecture_sweep,textiles,arch_sweep_followup_high_capacity_20260504_230806_dense_tta,token_mixer_mil,arch_sweep_followup_high_capacity_20260504_230806_dense_tta,outputs/arch_sweep_followup_high_capacity_20260504_230806_dense_tta,,5,0.3825757575757575,0.3950757575757576,,,0.6854166666666667,0.6354166666666667,False,False,0.8658895714173465,,,,,,,,,,,,,,,,,,,image,0.6354166666666667,
deep_architecture_sweep,textiles,arch_sweep_followup_noaug_20260505_003917,downsample2d_cnn,arch_sweep_followup_noaug_20260505_003917,outputs/arch_sweep_followup_noaug_20260505_003917,,5,0.4818181818181818,0.4816287878787879,,,0.6181818181818182,0.6539772727272728,False,False,0.9571533307974568,,,,,,,,,,,,,,,,,,,image,0.6539772727272728,
deep_architecture_sweep,textiles,arch_sweep_followup_noaug_20260505_003917,gated_attn_mil,arch_sweep_followup_noaug_20260505_003917,outputs/arch_sweep_followup_noaug_20260505_003917,,5,0.3825757575757575,0.3642045454545454,,,0.6121212121212121,0.6414772727272727,False,False,0.9220740978147592,,,,,,,,,,,,,,,,,,,image,0.6414772727272727,
deep_architecture_sweep,textiles,arch_sweep_followup_noaug_20260505_003917,patch_mlp_attn,arch_sweep_followup_noaug_20260505_003917,outputs/arch_sweep_followup_noaug_20260505_003917,,5,0.728030303030303,0.6227272727272728,,,0.6664772727272728,0.6842803030303031,False,False,0.0272513073817586,,,,,,,,,,,,,,,,,,,image,0.6842803030303031,
deep_architecture_sweep,textiles,arch_sweep_followup_noaug_20260505_003917,polar_factorized_attn,arch_sweep_followup_noaug_20260505_003917,outputs/arch_sweep_followup_noaug_20260505_003917,,5,0.4318181818181818,0.4384469696969697,,,0.4757575757575757,0.4564393939393939,False,False,0.6655303985258443,,,,,,,,,,,,,,,,,,,image,0.4564393939393939,
deep_architecture_sweep,textiles,arch_sweep_followup_noaug_20260505_003917,token_mixer_mil,arch_sweep_followup_noaug_20260505_003917,outputs/arch_sweep_followup_noaug_20260505_003917,,5,0.3825757575757575,0.3763257575757576,,,0.6481060606060606,0.7043560606060606,False,False,0.9481576944713104,,,,,,,,,,,,,,,,,,,image,0.7043560606060606,
deep_architecture_sweep,textiles,arch_sweep_overnight_20260504_163137,cnn1d_attn_mil,arch_sweep_overnight_20260504_163137,outputs/arch_sweep_overnight_20260504_163137,,5,0.4380681818181818,0.4388257575757576,,,0.475,0.45625,False,False,0.603119750864227,,,,,,,,,,,,,,,,,,,image,0.45625,
deep_architecture_sweep,textiles,arch_sweep_overnight_20260504_163137,downsample2d_cnn,arch_sweep_overnight_20260504_163137,outputs/arch_sweep_overnight_20260504_163137,,5,0.3759469696969696,0.4073863636363636,,,0.5734848484848485,0.6295454545454545,True,True,0.9897944828980052,,,,,,,,,,,,,,,,,,,image,0.6295454545454545,
deep_architecture_sweep,textiles,arch_sweep_overnight_20260504_163137,gated_attn_mil,arch_sweep_overnight_20260504_163137,outputs/arch_sweep_overnight_20260504_163137,,5,0.3825757575757575,0.3698863636363636,,,0.6181818181818182,0.6723484848484849,False,False,0.941272770471949,,,,,,,,,,,,,,,,,,,image,0.6723484848484849,
deep_architecture_sweep,textiles,arch_sweep_overnight_20260504_163137,mean_mlp_mil,arch_sweep_overnight_20260504_163137,outputs/arch_sweep_overnight_20260504_163137,,5,0.3825757575757575,0.3270833333333333,,,0.6179924242424242,0.6303030303030303,False,False,0.856459231794788,,,,,,,,,,,,,,,,,,,image,0.6303030303030303,
deep_architecture_sweep,textiles,arch_sweep_overnight_20260504_163137,patch_cnn_attn,arch_sweep_overnight_20260504_163137,outputs/arch_sweep_overnight_20260504_163137,,5,0.3823863636363636,0.4814393939393939,,,0.6049242424242424,0.5990530303030303,False,False,0.918261809946612,,,,,,,,,,,,,,,,,,,image,0.5990530303030303,
deep_architecture_sweep,textiles,arch_sweep_overnight_20260504_163137,patch_mlp_attn,arch_sweep_overnight_20260504_163137,outputs/arch_sweep_overnight_20260504_163137,,5,0.4132575757575757,0.431060606060606,,,0.6238636363636363,0.6234848484848484,False,False,0.9389090299663918,,,,,,,,,,,,,,,,,,,image,0.6234848484848484,
deep_architecture_sweep,textiles,arch_sweep_overnight_20260504_163137,rescnn1d_attn_mil,arch_sweep_overnight_20260504_163137,outputs/arch_sweep_overnight_20260504_163137,,5,0.4753787878787879,0.4382575757575758,,,0.6479166666666667,0.6107954545454545,False,False,0.7694212683770734,,,,,,,,,,,,,,,,,,,image,0.6107954545454545,
deep_architecture_sweep,textiles,arch_sweep_overnight_20260504_163137,token_mixer_mil,arch_sweep_overnight_20260504_163137,outputs/arch_sweep_overnight_20260504_163137,,5,0.3825757575757575,0.3755681818181818,,,0.6181818181818182,0.6242424242424243,False,False,0.9170671546659842,,,,,,,,,,,,,,,,,,,image,0.6242424242424243,
deep_architecture_sweep,textiles,arch_sweep_overnight_20260504_163137,transformer_mil,arch_sweep_overnight_20260504_163137,outputs/arch_sweep_overnight_20260504_163137,,5,0.3825757575757575,0.3693181818181818,,,0.6547348484848484,0.5981060606060605,False,False,0.8220176631000453,,,,,,,,,,,,,,,,,,,image,0.5981060606060605,
deep_architecture_sweep,textiles,arch_sweep_overnight_20260504_163137_dense_tta,downsample2d_cnn,arch_sweep_overnight_20260504_163137_dense_tta,outputs/arch_sweep_overnight_20260504_163137_dense_tta,,5,0.3759469696969696,0.4073863636363636,,,0.5734848484848485,0.6295454545454545,True,True,0.9897944828980052,,,,,,,,,,,,,,,,,,,image,0.6295454545454545,
